Year,Category,Indicator,Value,Country
2009,Outbound Expenditure,Travel,1.106.000.000,Morocco
2009,Outbound Expenditure,Passenger transport,35.000.000,Mozambique
2009,Outbound Expenditure,Tourism expenditure in other countries,247.000.000,Mozambique
2009,Outbound Expenditure,Travel,212.000.000,Mozambique
2009,Outbound Expenditure,Travel,52.000.000,Myanmar
2009,Outbound Expenditure,Passenger transport,5.000.000,Namibia
2009,Outbound Expenditure,Tourism expenditure in other countries,40.000.000,Namibia
2009,Outbound Expenditure,Travel,35.000.000,Namibia
2009,Outbound Expenditure,Travel,2.500.000,Nauru
2009,Outbound Expenditure,Passenger transport,138.000.000,Nepal
2009,Outbound Expenditure,Tourism expenditure in other countries,572.000.000,Nepal
2009,Outbound Expenditure,Travel,434.000.000,Nepal
2009,Outbound Expenditure,Travel,18.628.000.000,Netherlands
2009,Outbound Expenditure,Passenger transport,160.000.000,New Caledonia
2009,Outbound Expenditure,Tourism expenditure in other countries,330.000.000,New Caledonia
2009,Outbound Expenditure,Travel,170.000.000,New Caledonia
2009,Outbound Expenditure,Travel,2.580.000.000,New Zealand
2009,Outbound Expenditure,Passenger transport,122.000.000,Nicaragua
2009,Outbound Expenditure,Tourism expenditure in other countries,256.000.000,Nicaragua
2009,Outbound Expenditure,Travel,134.000.000,Nicaragua
2009,Outbound Expenditure,Passenger transport,30.000.000,Niger
2009,Outbound Expenditure,Tourism expenditure in other countries,84.000.000,Niger
2009,Outbound Expenditure,Travel,54.000.000,Niger
2009,Outbound Expenditure,Passenger transport,1.224.000.000,Nigeria
2009,Outbound Expenditure,Tourism expenditure in other countries,6.236.000.000,Nigeria
2009,Outbound Expenditure,Travel,5.012.000.000,Nigeria
2009,Outbound Expenditure,Passenger transport,50.000.000,North Macedonia
2009,Outbound Expenditure,Tourism expenditure in other countries,150.000.000,North Macedonia
2009,Outbound Expenditure,Travel,100.000.000,North Macedonia
2009,Outbound Expenditure,Passenger transport,1.120.000.000,Norway
2009,Outbound Expenditure,Tourism expenditure in other countries,13.221.000.000,Norway
2009,Outbound Expenditure,Travel,12.101.000.000,Norway
2009,Outbound Expenditure,Passenger transport,393.000.000,Oman
2009,Outbound Expenditure,Tourism expenditure in other countries,1.295.000.000,Oman
2009,Outbound Expenditure,Travel,902.000.000,Oman
2009,Outbound Expenditure,Passenger transport,413.000.000,Pakistan
2009,Outbound Expenditure,Tourism expenditure in other countries,1.098.000.000,Pakistan
2009,Outbound Expenditure,Travel,685.000.000,Pakistan
2009,Outbound Expenditure,Passenger transport,9.700.000,Palau
2009,Outbound Expenditure,Tourism expenditure in other countries,16.100.000,Palau
2009,Outbound Expenditure,Travel,6.400.000,Palau
2009,Outbound Expenditure,Passenger transport,165.000.000,Panama
2009,Outbound Expenditure,Tourism expenditure in other countries,503.000.000,Panama
2009,Outbound Expenditure,Travel,338.000.000,Panama
2009,Outbound Expenditure,Passenger transport,19.000.000,Papua New Guinea
2009,Outbound Expenditure,Tourism expenditure in other countries,132.000.000,Papua New Guinea
2009,Outbound Expenditure,Travel,113.000.000,Papua New Guinea
2009,Outbound Expenditure,Passenger transport,100.000.000,Paraguay
2009,Outbound Expenditure,Tourism expenditure in other countries,382.000.000,Paraguay
2009,Outbound Expenditure,Travel,282.000.000,Paraguay
2009,Outbound Expenditure,Passenger transport,316.000.000,Peru
2009,Outbound Expenditure,Tourism expenditure in other countries,1.404.000.000,Peru
2009,Outbound Expenditure,Travel,1.088.000.000,Peru
2009,Outbound Expenditure,Passenger transport,385.000.000,Philippines
2009,Outbound Expenditure,Tourism expenditure in other countries,4.056.000.000,Philippines
2009,Outbound Expenditure,Travel,3.671.000.000,Philippines
2009,Outbound Expenditure,Passenger transport,517.000.000,Poland
2009,Outbound Expenditure,Tourism expenditure in other countries,7.883.000.000,Poland
2009,Outbound Expenditure,Travel,7.366.000.000,Poland
2009,Outbound Expenditure,Passenger transport,829.000.000,Portugal
2009,Outbound Expenditure,Tourism expenditure in other countries,4.609.000.000,Portugal
2009,Outbound Expenditure,Travel,3.780.000.000,Portugal
2009,Outbound Expenditure,Passenger transport,469.000.000,Puerto Rico
2009,Outbound Expenditure,Tourism expenditure in other countries,1.388.000.000,Puerto Rico
2009,Outbound Expenditure,Travel,919.000.000,Puerto Rico
2009,Outbound Expenditure,Passenger transport,297.000.000,Romania
2009,Outbound Expenditure,Tourism expenditure in other countries,1.766.000.000,Romania
2009,Outbound Expenditure,Travel,1.469.000.000,Romania
2009,Outbound Expenditure,Passenger transport,2.766.000.000,Russian Federation
2009,Outbound Expenditure,Tourism expenditure in other countries,23.785.000.000,Russian Federation
2009,Outbound Expenditure,Travel,21.019.000.000,Russian Federation
2009,Outbound Expenditure,Passenger transport,76.000.000,Rwanda
2009,Outbound Expenditure,Tourism expenditure in other countries,148.000.000,Rwanda
2009,Outbound Expenditure,Travel,72.000.000,Rwanda
2009,Outbound Expenditure,Travel,11.000.000,Saint Kitts And Nevis
2009,Outbound Expenditure,Travel,47.000.000,Saint Lucia
2009,Outbound Expenditure,Travel,14.000.000,Saint Vincent And The Grenadines
2009,Outbound Expenditure,Passenger transport,9.300.000,Samoa
2009,Outbound Expenditure,Tourism expenditure in other countries,20.000.000,Samoa
2009,Outbound Expenditure,Travel,10.700.000,Samoa
2009,Outbound Expenditure,Passenger transport,400.000,Sao Tome And Principe
2009,Outbound Expenditure,Tourism expenditure in other countries,410.000,Sao Tome And Principe
2009,Outbound Expenditure,Travel,10.000,Sao Tome And Principe
2009,Outbound Expenditure,Passenger transport,893.000.000,Saudi Arabia
2009,Outbound Expenditure,Tourism expenditure in other countries,21.312.000.000,Saudi Arabia
2009,Outbound Expenditure,Travel,20.419.000.000,Saudi Arabia
2009,Outbound Expenditure,Passenger transport,103.000.000,Senegal
2009,Outbound Expenditure,Tourism expenditure in other countries,260.000.000,Senegal
2009,Outbound Expenditure,Travel,157.000.000,Senegal
2009,Outbound Expenditure,Passenger transport,145.000.000,Serbia
2009,Outbound Expenditure,Tourism expenditure in other countries,1.105.000.000,Serbia
2009,Outbound Expenditure,Travel,960.000.000,Serbia
2009,Outbound Expenditure,Passenger transport,21.000.000,Seychelles
2009,Outbound Expenditure,Tourism expenditure in other countries,56.000.000,Seychelles
2009,Outbound Expenditure,Travel,35.000.000,Seychelles
2009,Outbound Expenditure,Passenger transport,13.000.000,Sierra Leone
2009,Outbound Expenditure,Tourism expenditure in other countries,26.000.000,Sierra Leone
2009,Outbound Expenditure,Travel,13.000.000,Sierra Leone
2009,Outbound Expenditure,Travel,15.704.000.000,Singapore
2009,Outbound Expenditure,Passenger transport,23.000.000,Sint Maarten (Dutch Part)
2009,Outbound Expenditure,Tourism expenditure in other countries,104.000.000,Sint Maarten (Dutch Part)
2009,Outbound Expenditure,Travel,81.000.000,Sint Maarten (Dutch Part)
2009,Outbound Expenditure,Passenger transport,151.000.000,Slovakia
2009,Outbound Expenditure,Tourism expenditure in other countries,2.251.000.000,Slovakia
2009,Outbound Expenditure,Travel,2.100.000.000,Slovakia
2009,Outbound Expenditure,Passenger transport,178.000.000,Slovenia
2009,Outbound Expenditure,Tourism expenditure in other countries,1.771.000.000,Slovenia
2009,Outbound Expenditure,Travel,1.593.000.000,Slovenia
2009,Outbound Expenditure,Passenger transport,6.000.000,Solomon Islands
2009,Outbound Expenditure,Tourism expenditure in other countries,37.800.000,Solomon Islands
2009,Outbound Expenditure,Travel,31.800.000,Solomon Islands
2009,Outbound Expenditure,Passenger transport,2.269.000.000,South Africa
2009,Outbound Expenditure,Tourism expenditure in other countries,6.421.000.000,South Africa
2009,Outbound Expenditure,Travel,4.152.000.000,South Africa
2009,Outbound Expenditure,Passenger transport,324.000.000,Sri Lanka
2009,Outbound Expenditure,Tourism expenditure in other countries,735.000.000,Sri Lanka
2009,Outbound Expenditure,Travel,411.000.000,Sri Lanka
2009,Outbound Expenditure,Passenger transport,8.000.000,State Of Palestine
2009,Outbound Expenditure,Tourism expenditure in other countries,479.000.000,State Of Palestine
2009,Outbound Expenditure,Travel,471.000.000,State Of Palestine
2009,Outbound Expenditure,Travel,868.000.000,Sudan
2009,Outbound Expenditure,Passenger transport,3.000.000,Suriname
2009,Outbound Expenditure,Tourism expenditure in other countries,35.000.000,Suriname
2009,Outbound Expenditure,Travel,32.000.000,Suriname
2009,Outbound Expenditure,Passenger transport,1.523.000.000,Sweden
2009,Outbound Expenditure,Tourism expenditure in other countries,12.075.000.000,Sweden
2009,Outbound Expenditure,Travel,10.552.000.000,Sweden
2009,Outbound Expenditure,Passenger transport,2.270.000.000,Switzerland
2009,Outbound Expenditure,Tourism expenditure in other countries,13.799.000.000,Switzerland
2009,Outbound Expenditure,Travel,11.529.000.000,Switzerland
2009,Outbound Expenditure,Passenger transport,98.000.000,Syrian Arab Republic
2009,Outbound Expenditure,Tourism expenditure in other countries,980.000.000,Syrian Arab Republic
2009,Outbound Expenditure,Travel,882.000.000,Syrian Arab Republic
2009,Outbound Expenditure,Passenger transport,868.000.000,Taiwan Province Of China
2009,Outbound Expenditure,Tourism expenditure in other countries,8.668.000.000,Taiwan Province Of China
2009,Outbound Expenditure,Travel,7.800.000.000,Taiwan Province Of China
2009,Outbound Expenditure,Travel,5.800.000,Tajikistan
2009,Outbound Expenditure,Passenger transport,40.000.000,"Tanzania, United Republic Of"
2009,Outbound Expenditure,Tourism expenditure in other countries,806.000.000,"Tanzania, United Republic Of"
2009,Outbound Expenditure,Travel,766.000.000,"Tanzania, United Republic Of"
2009,Outbound Expenditure,Passenger transport,1.315.000.000,Thailand
2009,Outbound Expenditure,Tourism expenditure in other countries,5.744.000.000,Thailand
2009,Outbound Expenditure,Travel,4.429.000.000,Thailand
2009,Outbound Expenditure,Passenger transport,11.000.000,Timor-Leste
2009,Outbound Expenditure,Tourism expenditure in other countries,69.000.000,Timor-Leste
2009,Outbound Expenditure,Travel,58.000.000,Timor-Leste
2009,Outbound Expenditure,Passenger transport,47.000.000,Togo
2009,Outbound Expenditure,Tourism expenditure in other countries,94.000.000,Togo
2009,Outbound Expenditure,Travel,47.000.000,Togo
2009,Outbound Expenditure,Passenger transport,12.700.000,Tonga
2009,Outbound Expenditure,Tourism expenditure in other countries,19.800.000,Tonga
2009,Outbound Expenditure,Travel,7.100.000,Tonga
2009,Outbound Expenditure,Passenger transport,31.000.000,Trinidad And Tobago
2009,Outbound Expenditure,Tourism expenditure in other countries,136.000.000,Trinidad And Tobago
2009,Outbound Expenditure,Travel,105.000.000,Trinidad And Tobago
2009,Outbound Expenditure,Passenger transport,63.000.000,Tunisia
2009,Outbound Expenditure,Tourism expenditure in other countries,478.000.000,Tunisia
2009,Outbound Expenditure,Travel,415.000.000,Tunisia
2009,Outbound Expenditure,Passenger transport,1.200.000,Tuvalu
2009,Outbound Expenditure,Tourism expenditure in other countries,7.500.000,Tuvalu
2009,Outbound Expenditure,Travel,6.300.000,Tuvalu
2009,Outbound Expenditure,Passenger transport,486.000.000,Türkiye
2009,Outbound Expenditure,Tourism expenditure in other countries,5.061.000.000,Türkiye
2009,Outbound Expenditure,Travel,4.575.000.000,Türkiye
2009,Outbound Expenditure,Passenger transport,159.000.000,Uganda
2009,Outbound Expenditure,Tourism expenditure in other countries,351.000.000,Uganda
2009,Outbound Expenditure,Travel,192.000.000,Uganda
2009,Outbound Expenditure,Passenger transport,421.000.000,Ukraine
2009,Outbound Expenditure,Tourism expenditure in other countries,3.751.000.000,Ukraine
2009,Outbound Expenditure,Travel,3.330.000.000,Ukraine
2009,Outbound Expenditure,Tourism expenditure in other countries,10.347.000.000,United Arab Emirates
2009,Outbound Expenditure,Travel,63.334.000.000,United Kingdom
2009,Outbound Expenditure,Passenger transport,32.613.000.000,United States Of America
2009,Outbound Expenditure,Tourism expenditure in other countries,115.123.000.000,United States Of America
2009,Outbound Expenditure,Travel,82.510.000.000,United States Of America
2009,Outbound Expenditure,Passenger transport,106.000.000,Uruguay
2009,Outbound Expenditure,Tourism expenditure in other countries,442.000.000,Uruguay
2009,Outbound Expenditure,Travel,336.000.000,Uruguay
2009,Outbound Expenditure,Passenger transport,311.000.000,Uzbekistan
2009,Outbound Expenditure,Tourism expenditure in other countries,1.360.000.000,Uzbekistan
2009,Outbound Expenditure,Travel,1.049.000.000,Uzbekistan
2009,Outbound Expenditure,Passenger transport,4.000.000,Vanuatu
2009,Outbound Expenditure,Tourism expenditure in other countries,28.000.000,Vanuatu
2009,Outbound Expenditure,Travel,24.000.000,Vanuatu
2009,Outbound Expenditure,Passenger transport,1.124.000.000,"Venezuela, Bolivarian Republic Of"
2009,Outbound Expenditure,Tourism expenditure in other countries,3.019.000.000,"Venezuela, Bolivarian Republic Of"
2009,Outbound Expenditure,Travel,1.895.000.000,"Venezuela, Bolivarian Republic Of"
2009,Outbound Expenditure,Tourism expenditure in other countries,1.100.000.000,Viet Nam
2009,Outbound Expenditure,Passenger transport,63.000.000,Yemen
2009,Outbound Expenditure,Tourism expenditure in other countries,277.000.000,Yemen
2009,Outbound Expenditure,Travel,214.000.000,Yemen
2009,Outbound Expenditure,Passenger transport,47.000.000,Zambia
2009,Outbound Expenditure,Tourism expenditure in other countries,143.000.000,Zambia
2009,Outbound Expenditure,Travel,96.000.000,Zambia
2009,Outbound Expenditure,Passenger transport,57.000.000,Zimbabwe
2009,Outbound Expenditure,Tourism expenditure in other countries,167.000.000,Zimbabwe
2009,Outbound Expenditure,Travel,110.000.000,Zimbabwe
2010,Outbound Expenditure,Passenger transport,3.000.000,Afghanistan
2010,Outbound Expenditure,Tourism expenditure in other countries,106.000.000,Afghanistan
2010,Outbound Expenditure,Travel,103.000.000,Afghanistan
2010,Outbound Expenditure,Passenger transport,92.000.000,Albania
2010,Outbound Expenditure,Tourism expenditure in other countries,1.452.000.000,Albania
2010,Outbound Expenditure,Travel,1.360.000.000,Albania
2010,Outbound Expenditure,Passenger transport,115.000.000,Algeria
2010,Outbound Expenditure,Tourism expenditure in other countries,716.000.000,Algeria
2010,Outbound Expenditure,Travel,601.000.000,Algeria
2010,Outbound Expenditure,Passenger transport,127.000.000,Angola
2010,Outbound Expenditure,Tourism expenditure in other countries,275.000.000,Angola
2010,Outbound Expenditure,Travel,148.000.000,Angola
2010,Outbound Expenditure,Travel,13.000.000,Anguilla
2010,Outbound Expenditure,Travel,51.000.000,Antigua And Barbuda
2010,Outbound Expenditure,Passenger transport,1.497.000.000,Argentina
2010,Outbound Expenditure,Tourism expenditure in other countries,6.448.000.000,Argentina
2010,Outbound Expenditure,Travel,4.951.000.000,Argentina
2010,Outbound Expenditure,Passenger transport,62.000.000,Armenia
2010,Outbound Expenditure,Tourism expenditure in other countries,641.000.000,Armenia
2010,Outbound Expenditure,Travel,579.000.000,Armenia
2010,Outbound Expenditure,Passenger transport,18.000.000,Aruba
2010,Outbound Expenditure,Tourism expenditure in other countries,261.000.000,Aruba
2010,Outbound Expenditure,Travel,243.000.000,Aruba
2010,Outbound Expenditure,Passenger transport,5.293.000.000,Australia
2010,Outbound Expenditure,Tourism expenditure in other countries,27.851.000.000,Australia
2010,Outbound Expenditure,Travel,22.558.000.000,Australia
2010,Outbound Expenditure,Travel,10.120.000.000,Austria
2010,Outbound Expenditure,Passenger transport,74.000.000,Azerbaijan
2010,Outbound Expenditure,Tourism expenditure in other countries,856.000.000,Azerbaijan
