sentiment,topic_id,document_count,percentage_in_sentiment,language_count,dominant_language,languages,is_multilingual,top_cities,top_categories,year_range,sample_text
negativo,165,300,0.3,5,es,"{'es': 221, 'en': 59, 'it': 13, 'de': 4, 'fr': 3}",True,"{'Barcelona': 107, 'Madrid': 90, 'Tenerife': 45, 'Sevilla': 20, 'Malaga': 17}","{'Museo': 79, 'Desconocido': 59, 'Playa': 47}","{'start': 2016, 'end': 2025}",Esta entrada no tiene comentarios
negativo,160,299,0.29,5,es,"{'es': 232, 'en': 57, 'de': 5, 'fr': 3, 'it': 2}",True,"{'Barcelona': 88, 'Madrid': 88, 'Sevilla': 54, 'Gran Canaria': 25, 'Tenerife': 22}","{'Desconocido': 124, 'Tour': 44, 'Playa': 36}","{'start': 2016, 'end': 2025}",Esta entrada no tiene comentarios
negativo,177,299,0.29,5,es,"{'es': 247, 'en': 42, 'it': 5, 'fr': 4, 'de': 1}",True,"{'Madrid': 117, 'Barcelona': 95, 'Sevilla': 35, 'Tenerife': 19, 'Gran Canaria': 15}","{'Museo': 91, 'Tour': 75, 'Desconocido': 60}","{'start': 2012, 'end': 2025}",Esta entrada no tiene comentarios
negativo,178,296,0.29,4,es,"{'es': 242, 'en': 45, 'fr': 4, 'it': 4, 'de': 1}",True,"{'Madrid': 109, 'Barcelona': 105, 'Mallorca': 24, 'Sevilla': 23, 'Tenerife': 21}","{'Desconocido': 78, 'Museo': 68, 'Tour': 62}","{'start': 2013, 'end': 2025}",Esta entrada no tiene comentarios
negativo,74,294,0.29,3,es,"{'es': 260, 'en': 33, 'fr': 1}",True,"{'Barcelona': 93, 'Madrid': 84, 'Mallorca': 40, 'Gran Canaria': 32, 'Sevilla': 20}","{'Museo': 70, 'Desconocido': 69, 'Tour': 55}","{'start': 2020, 'end': 2025}",Esta entrada no tiene comentarios
positivo,79,293,0.09,2,es,"{'es': 263, 'en': 30}",False,"{'Barcelona': 77, 'Malaga': 61, 'Tenerife': 50, 'Madrid': 49, 'Gran Canaria': 24}","{'Tour': 223, 'Desconocido': 46, 'Comida': 7}","{'start': 2011, 'end': 2025}",Visita Guiada Al Mundo Del Platano Visita muy interesante y explicacion muy amena a cargo de jota. Todo muy limpio y bien cuidado. Nos ha encantado!!!
negativo,201,292,0.29,2,es,"{'es': 235, 'en': 57}",False,"{'Madrid': 100, 'Barcelona': 81, 'Sevilla': 38, 'Tenerife': 37, 'Gran Canaria': 26}","{'Desconocido': 79, 'Tour': 60, 'Museo': 48}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,83,275,0.27,3,es,"{'es': 238, 'en': 36, 'fr': 1}",True,"{'Madrid': 95, 'Barcelona': 77, 'Gran Canaria': 32, 'Sevilla': 30, 'Mallorca': 17}","{'Tour': 118, 'Desconocido': 81, 'Museo': 36}","{'start': 2018, 'end': 2025}",Esta entrada no tiene comentarios
positivo,61,275,0.08,3,es,"{'es': 233, 'en': 40, 'de': 1, 'it': 1}",True,"{'Barcelona': 81, 'Madrid': 66, 'Malaga': 61, 'Tenerife': 32, 'Mallorca': 18}","{'Tour': 157, 'Desconocido': 34, 'Playa': 30}","{'start': 2011, 'end': 2025}",Lady Gaga: The MAYHEM Ball VIP Packages
negativo,151,272,0.27,4,es,"{'es': 233, 'en': 35, 'fr': 3, 'it': 1}",True,"{'Madrid': 99, 'Barcelona': 90, 'Sevilla': 44, 'Mallorca': 17, 'Gran Canaria': 13}","{'Desconocido': 81, 'Museo': 62, 'Tour': 54}","{'start': 2015, 'end': 2025}",Esta entrada no tiene comentarios
negativo,164,272,0.27,2,es,"{'es': 242, 'en': 30}",False,"{'Barcelona': 86, 'Madrid': 84, 'Sevilla': 49, 'Gran Canaria': 20, 'Tenerife': 14}","{'Desconocido': 93, 'Tour': 84, 'Playa': 38}","{'start': 2021, 'end': 2025}",Esta entrada no tiene comentarios
positivo,63,270,0.08,3,es,"{'es': 213, 'en': 44, 'de': 13}",True,"{'Barcelona': 78, 'Madrid': 67, 'Malaga': 60, 'Tenerife': 31, 'Mallorca': 17}","{'Tour': 203, 'Vida nocturna': 24, 'Playa': 20}","{'start': 2012, 'end': 2026}",Bad Bunny - DeBÍ TiRAR MáS FOToS World Tour VIP Packages
positivo,77,268,0.08,2,es,"{'es': 221, 'en': 47}",False,"{'Barcelona': 73, 'Malaga': 60, 'Madrid': 47, 'Tenerife': 31, 'Gran Canaria': 23}","{'Tour': 199, 'Desconocido': 27, 'Hotel': 24}","{'start': 2012, 'end': 2025}","Visita Guiada Al Mundo Del Platano La experiencia ha sido genial, la guia, maria, encantadora. Nos han explicado todo muy amablemente y el trato ha sido inmejorable. Es todo precioso, tanto instalaciones como vistas, y la degustacion, buenisima. !Totalmente recomendando!"
negativo,173,255,0.25,5,es,"{'es': 147, 'en': 97, 'it': 5, 'fr': 4, 'de': 2}",True,"{'Madrid': 102, 'Barcelona': 80, 'Mallorca': 27, 'Sevilla': 25, 'Malaga': 8}","{'Tour': 75, 'Museo': 48, 'Desconocido': 42}","{'start': 2017, 'end': 2025}",Esta entrada no tiene comentarios
neutro,144,255,0.06,2,en,"{'en': 240, 'es': 15}",False,"{'Mallorca': 58, 'Malaga': 46, 'Tenerife': 45, 'Gran Canaria': 45, 'Madrid': 16}","{'Desconocido': 85, 'Tour': 80, 'Ocio': 60}","{'start': 2022, 'end': 2025}",transfers in palma de mallorca absolutely loved this experience
negativo,171,251,0.25,5,es,"{'es': 195, 'en': 36, 'fr': 14, 'de': 4, 'it': 2}",True,"{'Barcelona': 106, 'Madrid': 79, 'Sevilla': 50, 'Mallorca': 6, 'Tenerife': 4}","{'Desconocido': 79, 'Tour': 72, 'Museo': 33}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
positivo,73,250,0.08,4,es,"{'es': 231, 'en': 14, 'de': 3, 'it': 2}",True,"{'Malaga': 59, 'Barcelona': 58, 'Tenerife': 47, 'Madrid': 46, 'Gran Canaria': 23}","{'Tour': 210, 'Hotel': 18, 'Desconocido': 17}","{'start': 2013, 'end': 2025}",Visita Guiada Al Mundo Del Platano Nuestro guia julian muy amable y explica todo genial. Muy entretenido y divertido se pasa volando. Ideal para pasar um buen rato y conocer las plataneras.
negativo,57,249,0.24,4,es,"{'es': 170, 'en': 63, 'fr': 11, 'de': 5}",True,"{'Madrid': 97, 'Barcelona': 84, 'Tenerife': 34, 'Sevilla': 17, 'Mallorca': 16}","{'Tour': 89, 'Museo': 48, 'Desconocido': 33}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,56,248,0.24,3,es,"{'es': 218, 'en': 29, 'fr': 1}",True,"{'Madrid': 92, 'Barcelona': 73, 'Mallorca': 36, 'Sevilla': 31, 'Gran Canaria': 16}","{'Tour': 73, 'Museo': 61, 'Desconocido': 57}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,8,245,0.24,3,es,"{'es': 207, 'en': 37, 'fr': 1}",True,"{'Madrid': 77, 'Barcelona': 73, 'Malaga': 36, 'Tenerife': 25, 'Gran Canaria': 15}","{'Tour': 64, 'Museo': 61, 'Desconocido': 46}","{'start': 2020, 'end': 2025}",Esta entrada no tiene comentarios
negativo,36,245,0.24,4,es,"{'es': 184, 'en': 51, 'it': 4, 'de': 3, 'fr': 3}",True,"{'Barcelona': 90, 'Madrid': 82, 'Mallorca': 22, 'Tenerife': 20, 'Sevilla': 16}","{'Tour': 80, 'Museo': 52, 'Desconocido': 46}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,119,243,0.24,5,es,"{'es': 190, 'en': 44, 'fr': 5, 'de': 3, 'it': 1}",True,"{'Barcelona': 87, 'Madrid': 77, 'Sevilla': 50, 'Gran Canaria': 15, 'Malaga': 10}","{'Desconocido': 80, 'Tour': 48, 'Museo': 35}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,97,242,0.24,3,es,"{'es': 149, 'en': 91, 'it': 1, 'fr': 1}",True,"{'Barcelona': 86, 'Madrid': 77, 'Sevilla': 47, 'Malaga': 20, 'Gran Canaria': 6}","{'Tour': 99, 'Museo': 45, 'Playa': 27}","{'start': 2018, 'end': 2025}",Esta entrada no tiene comentarios
negativo,109,239,0.24,3,es,"{'es': 203, 'en': 33, 'fr': 3}",True,"{'Madrid': 96, 'Barcelona': 81, 'Sevilla': 49, 'Mallorca': 5, 'Valencia': 4}","{'Tour': 113, 'Museo': 31, 'Desconocido': 28}","{'start': 2020, 'end': 2025}",Esta entrada no tiene comentarios
negativo,91,237,0.23,3,es,"{'es': 205, 'en': 31, 'fr': 1}",True,"{'Madrid': 76, 'Barcelona': 71, 'Gran Canaria': 28, 'Mallorca': 26, 'Sevilla': 19}","{'Tour': 87, 'Playa': 34, 'Museo': 32}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,84,235,0.23,5,es,"{'es': 196, 'en': 32, 'fr': 4, 'de': 2, 'it': 1}",True,"{'Madrid': 77, 'Barcelona': 76, 'Tenerife': 22, 'Gran Canaria': 20, 'Mallorca': 18}","{'Tour': 107, 'Desconocido': 39, 'Museo': 29}","{'start': 2014, 'end': 2025}",Esta entrada no tiene comentarios
negativo,123,232,0.23,4,es,"{'es': 169, 'en': 53, 'it': 4, 'fr': 4, 'de': 2}",True,"{'Madrid': 96, 'Barcelona': 74, 'Mallorca': 20, 'Sevilla': 19, 'Tenerife': 17}","{'Tour': 78, 'Desconocido': 59, 'Museo': 57}","{'start': 2022, 'end': 2025}",Molto al di sotto delle aspettative niente di eclatante.
positivo,71,232,0.07,3,es,"{'es': 200, 'en': 30, 'fr': 1, 'de': 1}",True,"{'Malaga': 58, 'Tenerife': 47, 'Madrid': 45, 'Barcelona': 43, 'Gran Canaria': 23}","{'Tour': 169, 'Desconocido': 29, 'Playa': 15}","{'start': 2012, 'end': 2025}","Visita Guiada Al Mundo Del Platano Me encanto la visita!! Laura super buena guia, amable y atenta. Lo repetiria mil veces, ademas de la deliciosa degustacion."
negativo,111,231,0.23,2,es,"{'es': 205, 'en': 26}",False,"{'Madrid': 87, 'Barcelona': 77, 'Sevilla': 35, 'Mallorca': 14, 'Gran Canaria': 7}","{'Tour': 81, 'Desconocido': 57, 'Playa': 32}","{'start': 2014, 'end': 2025}",Esta entrada no tiene comentarios
negativo,133,231,0.23,3,es,"{'es': 164, 'en': 65, 'fr': 1, 'de': 1}",True,"{'Barcelona': 79, 'Madrid': 74, 'Sevilla': 35, 'Gran Canaria': 17, 'Mallorca': 15}","{'Tour': 78, 'Desconocido': 62, 'Playa': 35}","{'start': 2016, 'end': 2025}",Esta entrada no tiene comentarios
negativo,185,230,0.23,5,es,"{'es': 190, 'en': 22, 'fr': 11, 'it': 4, 'de': 3}",True,"{'Madrid': 84, 'Barcelona': 70, 'Tenerife': 22, 'Sevilla': 20, 'Malaga': 17}","{'Tour': 58, 'Museo': 55, 'Desconocido': 44}","{'start': 2019, 'end': 2025}",Esta entrada no tiene comentarios
negativo,13,228,0.22,5,es,"{'es': 168, 'en': 50, 'it': 5, 'de': 3, 'fr': 2}",True,"{'Barcelona': 78, 'Madrid': 78, 'Sevilla': 27, 'Mallorca': 23, 'Gran Canaria': 14}","{'Tour': 80, 'Desconocido': 49, 'Playa': 31}","{'start': 2019, 'end': 2025}",Esta entrada no tiene comentarios
negativo,60,228,0.22,3,es,"{'es': 201, 'en': 23, 'fr': 2, 'de': 2}",True,"{'Madrid': 74, 'Barcelona': 69, 'Sevilla': 31, 'Malaga': 18, 'Tenerife': 17}","{'Tour': 70, 'Ocio': 39, 'Museo': 29}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,135,228,0.22,3,es,"{'es': 197, 'en': 27, 'fr': 4}",True,"{'Madrid': 71, 'Barcelona': 69, 'Sevilla': 44, 'Gran Canaria': 29, 'Mallorca': 10}","{'Tour': 63, 'Museo': 56, 'Desconocido': 36}","{'start': 2020, 'end': 2025}",Esta entrada no tiene comentarios
negativo,197,226,0.22,4,es,"{'es': 179, 'en': 40, 'it': 4, 'fr': 3}",True,"{'Madrid': 86, 'Barcelona': 71, 'Sevilla': 33, 'Mallorca': 14, 'Gran Canaria': 12}","{'Desconocido': 73, 'Tour': 65, 'Museo': 43}","{'start': 2016, 'end': 2025}",Esta entrada no tiene comentarios
positivo,70,210,0.06,3,es,"{'es': 160, 'en': 49, 'fr': 1}",True,"{'Madrid': 45, 'Barcelona': 42, 'Malaga': 38, 'Tenerife': 31, 'Gran Canaria': 23}","{'Tour': 181, 'Deporte': 20, 'Ocio': 4}","{'start': 2014, 'end': 2025}","Visita Guiada Al Mundo Del Platano Muy bien la visita, julio es muy profesional y la hace muy amena. 5 estrellas. Muy recomendable. Muuuuuuuuuyyyyy biennn"
negativo,44,208,0.2,5,es,"{'es': 152, 'en': 38, 'de': 7, 'it': 6, 'fr': 5}",True,"{'Barcelona': 73, 'Madrid': 73, 'Sevilla': 32, 'Tenerife': 12, 'Gran Canaria': 6}","{'Tour': 48, 'Desconocido': 45, 'Playa': 37}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,41,207,0.2,5,es,"{'es': 171, 'en': 19, 'fr': 9, 'de': 5, 'it': 3}",True,"{'Madrid': 81, 'Barcelona': 70, 'Sevilla': 20, 'Tenerife': 16, 'Malaga': 9}","{'Tour': 69, 'Museo': 44, 'Desconocido': 38}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,29,206,0.2,4,es,"{'es': 138, 'en': 65, 'de': 2, 'fr': 1}",True,"{'Barcelona': 81, 'Madrid': 68, 'Sevilla': 35, 'Mallorca': 11, 'Malaga': 8}","{'Tour': 66, 'Vida nocturna': 59, 'Desconocido': 28}","{'start': 2021, 'end': 2025}",Esta entrada no tiene comentarios
negativo,190,206,0.2,3,es,"{'es': 200, 'en': 4, 'fr': 2}",True,"{'Madrid': 82, 'Barcelona': 68, 'Malaga': 17, 'Sevilla': 17, 'Tenerife': 17}","{'Tour': 71, 'Desconocido': 56, 'Museo': 40}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,184,203,0.2,5,es,"{'es': 139, 'en': 55, 'fr': 5, 'it': 3, 'de': 1}",True,"{'Barcelona': 72, 'Madrid': 66, 'Sevilla': 26, 'Mallorca': 24, 'Gran Canaria': 8}","{'Tour': 75, 'Desconocido': 54, 'Vida nocturna': 19}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,104,200,0.2,3,es,"{'es': 171, 'en': 28, 'fr': 1}",True,"{'Madrid': 79, 'Barcelona': 65, 'Sevilla': 33, 'Tenerife': 13, 'Malaga': 7}","{'Tour': 73, 'Desconocido': 28, 'Museo': 27}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,196,200,0.2,4,es,"{'es': 161, 'en': 35, 'fr': 2, 'de': 1, 'it': 1}",True,"{'Madrid': 67, 'Barcelona': 65, 'Sevilla': 19, 'Tenerife': 17, 'Gran Canaria': 13}","{'Tour': 58, 'Desconocido': 49, 'Museo': 40}","{'start': 2020, 'end': 2025}",Esta entrada no tiene comentarios
negativo,172,199,0.2,5,es,"{'es': 162, 'en': 31, 'fr': 3, 'it': 2, 'de': 1}",True,"{'Madrid': 72, 'Barcelona': 67, 'Mallorca': 27, 'Sevilla': 14, 'Tenerife': 13}","{'Museo': 59, 'Desconocido': 35, 'Tour': 34}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,134,196,0.19,4,es,"{'es': 149, 'en': 36, 'it': 4, 'fr': 4, 'de': 3}",True,"{'Madrid': 78, 'Barcelona': 64, 'Sevilla': 26, 'Tenerife': 13, 'Mallorca': 10}","{'Desconocido': 67, 'Tour': 60, 'Museo': 26}","{'start': 2023, 'end': 2025}",Esta entrada no tiene comentarios
negativo,155,196,0.19,2,es,"{'es': 181, 'en': 15}",False,"{'Madrid': 66, 'Barcelona': 64, 'Sevilla': 36, 'Gran Canaria': 13, 'Tenerife': 13}","{'Tour': 62, 'Cultura': 31, 'Museo': 30}","{'start': 2013, 'end': 2025}",Esta entrada no tiene comentarios
negativo,167,196,0.19,2,es,"{'es': 181, 'en': 15}",False,"{'Madrid': 78, 'Barcelona': 64, 'Sevilla': 32, 'Tenerife': 13, 'Malaga': 9}","{'Tour': 56, 'Desconocido': 55, 'Museo': 39}","{'start': 2020, 'end': 2025}",Esta entrada no tiene comentarios
negativo,152,192,0.19,5,es,"{'es': 158, 'en': 26, 'fr': 5, 'de': 2, 'it': 1}",True,"{'Madrid': 78, 'Barcelona': 63, 'Tenerife': 18, 'Sevilla': 15, 'Mallorca': 14}","{'Tour': 46, 'Museo': 42, 'Playa': 31}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
positivo,57,192,0.06,3,es,"{'es': 167, 'en': 23, 'it': 1, 'de': 1}",True,"{'Barcelona': 52, 'Madrid': 50, 'Malaga': 38, 'Sevilla': 18, 'Mallorca': 16}","{'Tour': 132, 'Museo': 19, 'Vida nocturna': 18}","{'start': 2012, 'end': 2026}",how the humble water gun became the symbol of barcelonas antitourism movement
negativo,145,190,0.19,4,es,"{'es': 129, 'en': 53, 'fr': 3, 'it': 3, 'de': 2}",True,"{'Barcelona': 71, 'Madrid': 63, 'Sevilla': 40, 'Tenerife': 5, 'Gran Canaria': 4}","{'Desconocido': 39, 'Museo': 39, 'Tour': 36}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,10,189,0.19,3,es,"{'es': 127, 'en': 60, 'fr': 2}",True,"{'Barcelona': 74, 'Madrid': 63, 'Sevilla': 31, 'Malaga': 18, 'Valencia': 3}","{'Playa': 39, 'Museo': 37, 'Desconocido': 33}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,55,189,0.19,2,es,"{'es': 152, 'en': 37}",False,"{'Madrid': 63, 'Barcelona': 62, 'Sevilla': 25, 'Tenerife': 14, 'Mallorca': 13}","{'Tour': 78, 'Vida nocturna': 35, 'Museo': 26}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,156,189,0.19,4,es,"{'es': 156, 'en': 28, 'fr': 4, 'de': 1}",True,"{'Madrid': 63, 'Barcelona': 62, 'Mallorca': 23, 'Sevilla': 19, 'Gran Canaria': 12}","{'Playa': 45, 'Museo': 34, 'Tour': 28}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
positivo,74,189,0.06,3,es,"{'es': 142, 'en': 46, 'it': 1}",True,"{'Madrid': 43, 'Barcelona': 42, 'Malaga': 37, 'Tenerife': 30, 'Gran Canaria': 22}","{'Tour': 124, 'Playa': 20, 'Desconocido': 18}","{'start': 2012, 'end': 2025}","Visita Guiada Al Mundo Del Platano El lugar es hermoso. Maria nos dio un tour espectacular, nos explico detalladamente y siempre muy apasionada ensenandonos. La parte final fue genial, probamos diferentes licores, dulces y demas hechas de banano. Supero mis expectativas."
negativo,66,188,0.18,5,es,"{'es': 164, 'en': 18, 'fr': 3, 'it': 2, 'de': 1}",True,"{'Madrid': 74, 'Barcelona': 62, 'Sevilla': 26, 'Tenerife': 13, 'Mallorca': 12}","{'Museo': 61, 'Tour': 56, 'Desconocido': 36}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
neutro,145,180,0.04,3,en,"{'en': 165, 'es': 14, 'ca': 1}",True,"{'Tenerife': 45, 'Barcelona': 41, 'Sevilla': 28, 'Malaga': 15, 'Mallorca': 15}","{'Tour': 93, 'Desconocido': 46, 'Vida_nocturna': 15}","{'start': 2022, 'end': 2025}",excursions day trips in malaga spectacular scenery and great staff
negativo,28,173,0.17,5,es,"{'es': 156, 'en': 10, 'fr': 4, 'it': 2, 'de': 1}",True,"{'Barcelona': 62, 'Madrid': 62, 'Sevilla': 25, 'Gran Canaria': 12, 'Tenerife': 12}","{'Museo': 53, 'Tour': 46, 'Desconocido': 41}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
positivo,68,172,0.05,2,es,"{'es': 158, 'en': 14}",False,"{'Madrid': 43, 'Barcelona': 40, 'Malaga': 37, 'Gran Canaria': 22, 'Tenerife': 15}","{'Tour': 125, 'Desconocido': 17, 'Comida': 9}","{'start': 2012, 'end': 2025}","Visita Guiada Al Mundo Del Platano Una visita guiada muy interesante con lydia, un encanto de persona, que nos enseno muchas cosas fascinantes del mundo del platano! Muy recomendable!"
negativo,58,170,0.17,3,es,"{'es': 160, 'en': 9, 'de': 1}",True,"{'Madrid': 72, 'Barcelona': 61, 'Sevilla': 25, 'Tenerife': 12}","{'Tour': 53, 'Museo': 48, 'Vida nocturna': 27}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,61,170,0.17,3,es,"{'es': 159, 'en': 9, 'fr': 2}",True,"{'Madrid': 72, 'Barcelona': 61, 'Sevilla': 25, 'Tenerife': 12}","{'Tour': 43, 'Desconocido': 37, 'Museo': 27}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,88,170,0.17,4,es,"{'es': 132, 'en': 31, 'it': 3, 'fr': 3, 'de': 1}",True,"{'Madrid': 72, 'Barcelona': 61, 'Sevilla': 25, 'Malaga': 11, 'Mallorca': 1}","{'Tour': 58, 'Museo': 53, 'Desconocido': 19}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,48,168,0.17,1,es,{'es': 168},False,"{'Madrid': 72, 'Barcelona': 60, 'Sevilla': 25, 'Tenerife': 11}","{'Tour': 67, 'Museo': 46, 'Playa': 36}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
positivo,58,168,0.05,3,es,"{'es': 129, 'en': 37, 'de': 2}",True,"{'Madrid': 54, 'Barcelona': 48, 'Malaga': 36, 'Tenerife': 15, 'Sevilla': 15}","{'Tour': 119, 'Vida nocturna': 18, 'Comida': 17}","{'start': 2013, 'end': 2026}",luna nueva introducing eclipse lunar records free download codes luna nueva hey everyone mano saludando tono de piel claro i wanted to take a moment to introduce our independent techno label that grew out of an in barcelona now based in lille france weve been organizing events and supporting artists...
negativo,79,167,0.16,4,es,"{'es': 139, 'en': 23, 'fr': 3, 'it': 2}",True,"{'Barcelona': 70, 'Madrid': 59, 'Sevilla': 25, 'Tenerife': 11, 'Gran Canaria': 2}","{'Tour': 62, 'Desconocido': 43, 'Vida nocturna': 29}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,132,167,0.16,4,es,"{'es': 114, 'en': 42, 'de': 4, 'fr': 4, 'it': 3}",True,"{'Barcelona': 63, 'Madrid': 59, 'Sevilla': 25, 'Tenerife': 11, 'Gran Canaria': 9}","{'Desconocido': 58, 'Tour': 47, 'Museo': 47}","{'start': 2022, 'end': 2025}","Abbiamo dovuto aspettare fuori dal parco al freddo per più di 1 ora per problemi non ben specificati prima di potervi accedere, a quel punto era presente una quantità di gente che ha causato una congestione per l'entrata. Poi la visita è stata ottima."
negativo,85,166,0.16,4,es,"{'es': 114, 'en': 39, 'fr': 5, 'it': 5, 'de': 3}",True,"{'Madrid': 70, 'Barcelona': 60, 'Sevilla': 13, 'Tenerife': 11, 'Malaga': 6}","{'Museo': 69, 'Tour': 44, 'Playa': 32}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,147,164,0.16,4,es,"{'es': 141, 'en': 16, 'de': 3, 'fr': 2, 'it': 2}",True,"{'Barcelona': 59, 'Madrid': 57, 'Sevilla': 25, 'Gran Canaria': 12, 'Mallorca': 6}","{'Desconocido': 60, 'Tour': 39, 'Vida nocturna': 17}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,148,163,0.16,2,es,"{'es': 152, 'en': 11}",False,"{'Barcelona': 59, 'Madrid': 57, 'Gran Canaria': 12, 'Malaga': 12, 'Sevilla': 12}","{'Museo': 45, 'Tour': 36, 'Desconocido': 35}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,100,161,0.16,5,es,"{'es': 116, 'en': 31, 'it': 8, 'fr': 4, 'de': 2}",True,"{'Madrid': 67, 'Barcelona': 59, 'Sevilla': 23, 'Malaga': 12}","{'Tour': 76, 'Desconocido': 29, 'Museo': 24}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,124,161,0.16,5,es,"{'es': 129, 'en': 18, 'it': 6, 'fr': 5, 'de': 3}",True,"{'Barcelona': 67, 'Madrid': 56, 'Mallorca': 12, 'Sevilla': 12, 'Tenerife': 11}","{'Desconocido': 56, 'Tour': 31, 'Vida nocturna': 26}","{'start': 2022, 'end': 2025}",A mio parere non vale il prezzo del biglietto meglio spendere quella cifra x altro
negativo,49,159,0.16,3,es,"{'es': 143, 'en': 14, 'it': 1, 'fr': 1}",True,"{'Madrid': 66, 'Barcelona': 59, 'Sevilla': 12, 'Mallorca': 11, 'Tenerife': 11}","{'Tour': 62, 'Playa': 34, 'Museo': 34}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,9,156,0.15,3,es,"{'es': 121, 'en': 31, 'fr': 4}",True,"{'Barcelona': 56, 'Madrid': 55, 'Sevilla': 12, 'Gran Canaria': 11, 'Tenerife': 11}","{'Tour': 80, 'Museo': 22, 'Playa': 18}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,181,156,0.15,5,es,"{'es': 129, 'en': 17, 'fr': 5, 'it': 3, 'de': 2}",True,"{'Madrid': 66, 'Barcelona': 56, 'Sevilla': 23, 'Mallorca': 11}","{'Tour': 47, 'Museo': 39, 'Desconocido': 32}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,199,156,0.15,5,es,"{'es': 116, 'en': 23, 'fr': 9, 'it': 7, 'de': 1}",True,"{'Barcelona': 67, 'Madrid': 55, 'Sevilla': 25, 'Mallorca': 7, 'Malaga': 2}","{'Tour': 41, 'Museo': 28, 'Playa': 26}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,26,155,0.15,3,es,"{'es': 125, 'en': 26, 'fr': 2, 'de': 2}",True,"{'Madrid': 66, 'Barcelona': 56, 'Sevilla': 19, 'Mallorca': 8, 'Tenerife': 4}","{'Museo': 55, 'Tour': 54, 'Playa': 18}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
